customer_id,month,2004,2005,2006
A2,4,317441.8534977939,0,126060.87852269138
A2,5,0,0,442880.8895237648
A2,9,0,433983.2391229517,0
A2,11,351735.56247940316,0,73294.49271262839
A20,1,1017822.5257541526,0,0
A20,2,0,312749.47931614035,934102.7730176867
A20,3,78188.68457451461,0,993915.6828274046
A20,4,0,0,177517.14489473557
A20,6,0,487417.71106359037,0
A20,8,0,284383.1148662962,0
A20,9,0,158624.5400766597,0
A20,11,108209.63046079884,0,465801.30569236533
A20,12,0,471713.0146399541,0
A21,1,1590263.6325355493,341922.0116245795,71684.75413295455
A21,2,406001.04257731314,18730.831616267096,0
A21,3,0,0,1963231.218167317
A21,4,659456.3749122059,122290.00194123268,449160.5586634429
A21,5,0,568640.7261282238,516562.1161902511
A21,6,0,32881.24158897426,0
A21,9,213571.76556624236,0,0
A21,10,0,319560.13478692196,0
A21,11,0,246986.0485534309,0
A21,12,0,0,487363.34518817934
A22,1,2126632.215353893,0,0
A22,2,375836.6608609361,285251.0517079133,321666.54524731217
A22,3,364043.63115941273,0,1140971.6942673223
A22,4,0,151043.1997242967,1569311.4518841575
A22,5,0,455216.2141591943,0
A22,6,0,888879.2052188145,495242.0463102509
A22,7,0,0,27818.867663016223
A22,11,289493.5419263947,1146412.3462589541,0
A23,1,1826465.914072134,0,0
A23,2,0,490802.1277501335,0
A23,3,0,0,1418502.2292302726
A23,4,644108.0668428893,0,400303.1533416084
A23,5,317525.12720961537,486925.07844571536,242738.4410984753
A23,6,0,299428.95371729485,0
A23,7,0,412160.8455418407,438890.8450957302
A23,8,0,35958.362471394226,0
A23,11,0,0,88395.25734703774
A23,12,0,463442.76056741324,0
A24,1,1830944.166634135,0,254613.85344543608
A24,2,457043.4242412814,107497.85308734166,0
A24,3,30651.020016439325,0,444134.6337846229
A24,4,0,561654.3285818509,982360.824332294
A24,5,0,119466.54086576308,249946.32050769177
A24,6,0,457107.92605976743,378581.6820417966
A24,8,0,261446.64712270728,408037.1828303978
A24,9,378056.02692528156,0,0
A24,11,0,360300.321368053,0
A25,1,1329579.31476859,375119.50235763803,0
A25,2,0,145994.9240947414,636271.8935987258
A25,3,0,0,998251.3627652543
A25,4,241890.058178385,0,789793.0391337837
A25,5,351505.15371351066,356705.8486265658,0
A25,7,0,9013.701044240763,488053.72899365256
A25,9,0,334589.17520461295,215664.82382307673
A25,11,93599.95949519445,369569.8490289523,0
A26,1,761706.1329709903,434127.6788239813,0
A26,2,0,615976.175608654,80373.15078210755
A26,3,0,0,629843.7497299116
A26,4,65745.56085585093,818313.5088250097,423825.43333168497
A26,5,0,656480.2847273588,623713.8857217892
A26,8,0,379937.4825665141,166209.05468924646
A26,10,0,29860.3436163864,272061.1458188088
A26,11,0,0,437635.11518079985
A27,1,1494497.0630983412,0,0
A27,2,0,1449161.4322476264,0
A27,3,0,0,328901.2113151321
A27,4,0,0,1290524.6865988728
A27,5,459449.8021810003,1282529.131343843,0
A27,9,0,485335.7655217689,362184.37293291726
A27,11,0,520375.75142770185,209041.81471050764
A28,1,1436929.9399858639,0,0
A28,2,811413.7847293222,814887.423426524,0
A28,3,0,0,744078.2926341365
A28,4,514999.5106213554,0,102191.72499436751
A28,5,0,627935.8951697487,1533698.945243768
A28,10,0,90331.50470585583,4442.882478920884
A28,11,272314.36004713573,0,0
A28,12,0,41981.81052742111,188698.98016758164
A29,1,1499474.3563287403,0,485193.93353147624
A29,2,239714.01332361263,269704.8861805798,222660.67710473252
A29,3,0,0,725649.7435447682
A29,4,0,207839.76168806135,349712.3755036561
A29,5,0,1028970.1012653678,0
A29,6,0,414627.93833038607,134351.49758746114
A29,7,0,0,284383.9079765047
A29,11,0,273678.00784560386,355885.76064786734
A3,1,647216.6156465533,0,0
A3,2,0,302394.9960233729,345389.47218880494
A3,3,0,0,18155.4723707254
A3,4,0,471583.85101905366,67040.74516258412
A3,5,0,486730.4592543902,0
A3,10,0,120693.83092049535,0
A3,12,0,0,411958.8638993544
A30,1,1106830.545507303,0,0
A30,2,0,1081409.100980323,381922.652722043
A30,3,0,0,610002.5353401125
A30,4,28543.709877984824,0,265943.19746122154
A30,5,224696.27870740282,321550.04016109864,530868.5334766686
A30,6,0,347631.25191131316,0
A30,7,0,0,803448.2934103664
A30,8,0,287084.5858668816,0
A30,12,0,487356.66351104114,6837.306616678529
A31,1,625682.8266928666,0,239815.46790789132
A31,2,0,181260.33168403426,0
A31,3,0,0,130072.53740872283
A31,4,0,0,58257.200866486724
A31,5,0,180820.20218402284,79191.50840718542
A31,7,0,0,176296.2380554573
A31,8,0,0,22416.766323518856
A31,9,170018.78084991444,0,0
A32,1,861737.4382309315,432762.0319841344,0
A32,2,0,635013.1948719078,126921.44292998947
A32,3,0,0,241998.61223711137
A32,4,0,0,113118.63997704814
A32,5,0,700806.9563015847,0
A32,8,0,69630.29013996858,0
A32,9,0,0,472565.5779680737
A32,11,0,25564.33173847111,0
A33,1,636075.4961853944,408414.054777021,0
A33,2,0,79786.39141277583,232722.06884676375
A33,3,0,0,615462.045827739
A33,4,0,0,454045.8502717818
A33,5,0,219923.31181335595,31177.74794734124
A33,9,337923.3520455544,0,0
A33,10,0,0,313962.1600952792
A33,11,0,0,446936.6776988076
A34,1,461909.78885662276,0,0
A34,2,0,521060.00295266934,0
A34,3,0,0,616809.6324815474
A34,4,0,0,474061.9008705518
A34,5,0,282870.99523996527,0
A34,11,0,711559.370578311,372795.35857961874
A35,1,640171.6211454235,0,0
A35,2,478866.9337868659,37293.38339168819,0
A35,3,0,0,713810.2862202197
A35,5,0,257053.88568780446,604716.2506915701
A35,11,463995.73084407224,0,65440.07988617512
A35,12,0,0,140923.8533682407
A36,1,1905283.2307399197,0,0
A36,2,345332.75584565435,673484.136477486,0
A36,3,0,0,1027497.1943094297
A36,4,0,0,707113.0219742614
A36,5,0,1209305.963098932,0
A36,6,0,0,463529.7968215017
A36,7,0,0,294221.68576591596
A36,9,0,168870.50622967008,0
A36,11,464987.93961334915,111361.55609590898,0
A36,12,0,0,255209.43109442972
A37,1,2605014.778419594,0,0
A37,2,490799.12678050296,939601.6557556209,0
A37,3,352181.4569369194,0,823108.6037327626
A37,4,24651.99756436304,0,0
A37,5,0,1088356.7342612098,152122.44146560517
A37,6,0,266669.41926557815,0
A37,7,0,0,12919.239973718077
A37,8,0,460561.6011025333,0
A37,10,0,432705.08381228393,0
A37,11,369289.6290106701,0,0
A38,1,1991222.9860537627,0,0
A38,2,0,1048271.4883289161,0
A38,3,34892.551460898976,0,755816.8420485947
A38,4,0,485329.29252344125,354920.2377148771
A38,5,0,1146402.4748046198,0
A38,6,0,146440.19327137864,166517.91671516275
A38,7,0,0,478278.8042429854
A38,8,0,0,124170.53147610846
A38,9,231791.73689360087,0,0
A38,11,0,300171.2595890096,0
A39,1,2417496.318305037,421688.8334769048,0
A39,2,0,734800.1121390096,0
A39,3,0,0,1170325.6308645345
A39,4,0,246625.5418354703,422576.37287337537
A39,5,78422.30149683321,1079057.773608127,0
A39,6,0,442694.74172609195,0
A39,7,0,0,387434.6725876903
A39,8,0,132414.9712819675,0
A39,9,0,0,389436.30819362996
A39,11,0,475866.6406024911,0
A39,12,0,127837.64814377046,0
A4,1,1103215.9232740211,0,0
A4,2,0,320120.5857198612,0
A4,3,0,0,424647.19345097814
A4,5,335888.2485678184,154644.03701240447,332272.7374055001
A4,11,0,450880.2402073504,0
A40,1,2233137.270404607,186488.46681995707,276288.49977522116
A40,2,0,1453290.707507176,372616.23916142364
A40,3,0,0,427681.67655980965
A40,4,0,487861.5405337935,1360544.8152216012
A40,5,0,1362125.2518693805,174425.63317731646
A40,6,0,96336.48364322096,0
A40,7,0,362166.05487920187,0
A40,8,0,0,8458.271303887599
A40,9,390204.0715060319,0,0
A40,10,0,0,86571.00043423538
A40,11,0,0,316843.52018344373
A41,1,995727.7025981174,884611.3588506515,0
A41,2,0,1029492.9656520847,880924.9398711419
A41,3,0,0,348846.7042940693
A41,4,162169.39945383175,0,1143242.5367759403
A41,5,0,1744898.5252976904,0
A41,7,0,175554.323892188,0
A41,8,0,23730.020923809825,0
A41,9,0,0,477069.1573890862
A41,11,0,426554.75380206003,290709.95615536114
A42,1,1940789.847215855,0,0
A42,2,125103.44989975946,698924.6137586092,696687.4020046977
A42,3,0,0,1416791.6406445124
A42,4,315943.87122904655,0,666469.9499658609
A42,5,0,984957.6849516558,447971.27168736316
A42,8,0,19621.949438249685,0
A42,9,0,446805.65544797573,0
A42,10,0,0,183022.11208138973
A42,11,274672.12033879396,0,406434.35902852326
A42,12,0,0,41442.63663122716
A43,1,1098572.1659404254,0,0
A43,2,489807.1771271612,671956.0605351055,0
A43,3,0,0,1171391.883592122
A43,4,342544.79984003026,0,534769.2791875555
A43,5,0,1286679.541801213,0
A43,9,0,68332.57297790951,0
A43,10,0,368227.22722307127,0
A43,11,0,110177.85616088737,68315.14936184163
A44,1,1293629.7216696905,0,0
A44,2,465841.91877554666,436331.95793304004,0
A44,3,3109.3554707337103,0,1059656.71666664
A44,4,452376.14096615947,251397.2330858813,0
A44,5,0,1331513.0217180247,827063.4678772439
A44,6,0,145497.36607395418,0
A44,10,0,416920.47359170753,0
A44,11,204499.2101413357,102788.72267521494,0
A44,12,0,0,352764.1892504135
A45,1,1530605.6998590138,0,0
A45,2,0,825838.4004419998,0
A45,3,460767.3163682166,0,1430964.6250763366
A45,4,0,288068.185698764,465106.1299714728
A45,5,406792.508143221,805152.3545284494,0
A45,6,0,883502.3510457241,359986.3179516203
A45,7,0,0,365340.93164218235
A45,11,0,343668.09983702295,0
A45,12,0,332819.3514952281,0
A46,1,1236969.3569653195,0,295897.94048113027
A46,2,0,938339.2186148923,0
A46,3,451292.00197612523,0,767860.1882665186
A46,4,0,138707.28539342352,64084.383768417465
A46,5,339116.1413582782,456510.09409839526,465677.224239645
A46,6,0,1245877.120275561,0
A46,7,0,0,60020.440556322996
A46,8,0,108505.05650116049,0
A46,12,0,147253.00729592954,0
A47,1,1801866.685325758,332044.8657271873,89310.4555674012
A47,2,0,599023.9562333873,478529.18518844503
A47,3,0,0,751098.2632185186
A47,4,0,231172.35931423347,493261.52961674356
A47,5,0,265859.6979190215,230229.90138746487
A47,6,0,632809.9333247655,0
A47,7,0,205241.11711244797,0
A47,8,0,0,302105.3413227692
A47,9,283046.738422916,0,0
A48,1,839325.8480786841,470129.17647525604,0
A48,2,0,1585866.6609782085,534598.4137351263
A48,3,0,0,1474272.4260450245
A48,4,140566.41704477358,381933.58363518823,917103.5517996245
A48,5,0,854121.8617403614,327519.6751947297
A48,6,0,404768.4793995784,0
A48,7,0,590738.7111172136,0
A48,8,0,444816.9473226321,0
A48,9,0,0,75852.52450111024
A48,11,0,15038.080138979893,0
A49,1,1378397.473729034,237520.09969760018,0
A49,2,0,510030.4957910708,366329.2189651574
A49,3,0,0,1330514.6527000617
A49,4,65660.74473601913,0,1080880.0972586698
A49,5,0,1058801.393206915,79999.9484890963
A49,7,0,229824.20887498485,0
A49,8,0,444027.2629924328,0
A49,9,0,10872.271464612448,0
A49,10,0,0,183164.20545694046
A49,11,0,0,336435.55253365793
A5,1,861967.5898378887,0,0
A5,2,0,868575.3534623052,0
A5,3,0,0,1175482.611497578
A5,4,0,0,777255.8744778434
A5,5,0,792291.8114040515,204841.12510248827
A5,12,0,136140.8428745939,0
A50,1,592403.6002147006,0,0
A50,2,0,889077.9583006288,0
A50,3,0,0,666972.912811019
A50,4,420797.3976569963,0,978896.8747098815
A50,5,0,524262.7651803044,0
A50,8,0,472044.46109761595,0
A50,9,0,461199.5274869264,0
A50,11,0,400666.7300061049,74139.9198096262
A51,1,393488.1722870901,0,0
A51,2,110511.99414186357,263755.1333518905,0
A51,3,0,0,177917.06490755043
A51,4,38351.15371888525,0,388094.46428721625
A51,5,0,315334.84031053697,510688.2371766863
A51,9,0,135145.64916665322,0
A51,10,0,213532.82217767977,0
A51,11,305061.5202899835,0,0
A51,12,0,0,123276.84691630353
A52,1,747968.7760163052,0,0
A52,2,111957.50757364869,281288.9960971999,0
A52,3,0,0,1203768.3381416772
A52,4,57496.28743212942,13908.919172784585,0
A52,5,0,300738.42187481903,0
A52,6,0,0,67818.0935524964
A52,7,0,0,112494.64506562962
A52,10,0,164788.71135125938,0
A52,11,0,674605.4905251847,0
A53,1,877419.2005759513,0,0
A53,2,0,425955.9778957197,0
A53,3,45118.05072917335,0,574664.0657980687
A53,4,0,362541.70574598724,0
A53,5,111267.27719050561,168180.8368175435,0
A53,6,0,305140.94941194344,0
A53,7,0,0,783.0321542717788
A53,8,0,14918.145521951476,0
A53,11,0,157345.90791178815,0
A53,12,0,187339.43433754408,0
A54,1,1174047.6142763933,0,601549.9408206819
A54,2,0,688338.4581040725,0
A54,3,0,0,688646.2547778991
A54,4,0,0,54894.17172717809
A54,5,256685.63858128668,445979.92394505686,147881.10564086254
A54,6,0,248650.90923991273,0
A54,8,0,0,259127.85931667892
A54,9,180975.14388434472,0,0
A54,12,0,242933.86770572522,0
A55,1,450308.99408558564,214435.02564738586,250467.55972331186
A55,2,0,666901.2344112635,722964.4417322257
A55,3,0,0,412087.8785030682
A55,4,0,156958.99904264376,187739.6033427422
A55,5,0,403366.67861700535,184031.92913294624
A55,6,0,185063.92248810132,0
A55,9,0,0,116737.37560672093
A55,11,0,352845.28923472704,0
A56,1,502815.99527038925,421085.7039669379,0
A56,2,0,806653.4485426478,576225.3046778509
A56,3,0,0,190301.8843922189
A56,4,0,0,508795.7530008947
A56,5,0,111956.19366502707,403031.5618834358
A56,7,0,30870.396638728038,0
A56,10,0,0,330680.4276519324
A56,11,0,0,370828.43245965557
A56,12,0,0,45335.447956533884
A57,1,599069.9472349425,0,0
A57,2,0,345952.54673006013,212322.11684444774
A57,3,0,0,1311409.5432190662
A57,4,215908.79933606173,0,761131.7621612768
A57,5,0,306048.6256937915,403492.7702819717
A57,8,0,490136.2562633044,0
A57,11,0,96194.97305185415,82322.66456905901
A58,1,1062076.6355455334,0,0
A58,2,289278.8905893268,4992.949418902437,0
A58,3,0,0,709304.7189081712
A58,4,0,0,738012.3673129957
A58,5,0,682895.6813467452,675171.6522411236
A58,9,0,157449.35092442285,0
A58,11,322579.24051033496,0,0
A58,12,0,0,460402.27411884983
A59,1,1819059.342436112,0,0
A59,2,329085.1920978992,6637.2245873285165,0
A59,3,0,0,1089716.6883736174
A59,4,94477.52034297268,0,0
A59,5,0,363781.8140062393,462666.819306132
A59,6,0,0,649814.6597347638
A59,7,0,0,367490.72842073237
A59,10,0,296473.98843364045,0
A6,1,789286.8752255801,0,109692.60937065184
A6,2,0,24993.131205053476,464247.4325483024
A6,3,0,0,840728.6488243171
A6,4,447983.2666142027,0,717342.0824561449
A6,5,0,1024750.8906892489,47669.27382713998
A60,1,2245218.3109192643,0,339167.9470661613
A60,2,0,1493398.8684809557,0
A60,3,457223.2979610551,0,282326.73296731326
A60,4,0,587686.9689124137,440423.72068268684
A60,5,0,831023.4652624323,225718.99778980404
A60,6,0,103182.45828203982,113959.4429416671
A60,7,0,0,371040.95141135517
A60,8,0,395304.6709459958,49870.995800516015
A60,9,359391.5665896324,0,520179.54278721975
A60,11,0,502553.5804897252,0
A61,1,1087475.391388743,709249.1919863011,0
A61,2,0,1027270.1828137969,423070.08405505656
A61,3,0,0,1147427.4232388071
A61,4,0,0,288046.46579456044
A61,5,342070.86062219384,1121395.0484415032,0
A61,6,0,321723.7894730348,0
A61,7,0,83211.47177586413,218078.43648571457
A61,8,0,471603.26105206576,447836.8292253914
A61,9,87522.03087446475,0,305376.4890036301
A61,10,0,0,803767.8448259297
A61,11,0,171175.57246742983,29435.545470484158
A61,12,0,62731.714559329856,0
A62,1,289556.19421411754,0,0
A62,2,242398.02413416168,311266.92744547606,402759.1709971397
A62,3,0,0,517218.1292841858
A62,4,80396.84555579197,0,233415.03445399264
A62,5,0,104608.33341337106,446657.9103252741
A62,8,0,328626.1860299894,0
A62,10,0,0,307567.0269897703
A62,11,0,137542.06683079473,926841.2039272706
A63,2,0,475612.35097064974,0
A63,11,0,418274.6732267548,461336.61943538947
A64,2,0,125183.90788875717,0
A64,12,0,0,111387.7002014081
A65,1,424641.2990805777,0,0
A65,2,0,446973.2016159777,0
A66,1,287238.46669913654,0,0
A66,2,0,825.9321144901688,0
A67,1,403225.8844649933,0,0
A67,2,0,0,195841.31221527
A68,1,437427.3270969296,0,0
A68,3,0,0,284262.51770931017
A69,1,0,185769.24026028236,0
A69,3,0,0,206552.27359787238
A7,1,1666068.1171464496,0,0
A7,2,0,383353.4508278092,271481.461790286
A7,3,450019.4633428845,0,330926.05955345917
A7,4,0,0,165879.13068406068
A7,5,0,207113.76624583994,687209.1187639785
A7,7,0,0,392468.32695023075
A70,2,0,161440.54434953685,0
A70,3,0,0,41024.78128306053
A71,2,0,423694.65191022586,0
A71,3,0,0,101397.54858793631
A72,2,324334.8783425797,0,0
A73,2,0,432466.96981629235,0
A74,2,0,430078.9160596945,0
A75,2,0,169763.68141503868,0
A76,2,0,65277.97572180522,0
A77,2,0,0,474393.82548622903
A78,3,0,0,235000.3318614462
A79,3,0,0,292851.35546544293
A8,1,1023883.1095723937,491116.33980092854,0
A8,2,60301.64471027261,131683.92125297536,0
A8,3,0,0,1096392.976009651
A8,4,398525.8822646878,0,0
A8,5,0,680684.7431551479,0
A8,6,0,0,444347.03715372266
A8,8,0,392429.00127215957,0
A80,3,0,0,467825.59515899053
A81,3,0,0,160377.7151362701
A82,3,0,0,213006.547003402
A83,3,0,0,83931.41227097955
A84,3,0,0,189065.4039637799
A85,3,0,0,443378.3983695779
A86,3,0,0,139060.5084958509
A87,3,0,0,412750.63773606997
A88,3,0,0,56941.681091175364
A89,4,0,0,374361.3723166439
A9,1,1107113.4782866444,354823.4120829361,0
A9,2,0,810326.7968164711,485289.75798943
A9,3,0,0,223006.44099936244
A9,4,0,391422.8596542063,184419.05189494323
A9,5,0,546077.2461788307,161042.97829009185
A9,7,0,0,476269.15115122823
A9,9,324844.6931023332,0,0
A90,4,0,0,371699.2705622027
A91,4,0,0,193571.98851863938
A92,4,0,0,296766.5237153016
A93,1,366993.64342980593,0,0
A94,1,321836.01150805014,0,0
A95,1,347833.87952415115,0,0
A96,1,320363.5356981287,0,0
A97,1,164330.04227026855,0,0
A98,1,87483.51199189569,0,0
A99,1,476020.3866471664,0,0
